chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
100.0,100.0,447932,0,0,-3,3,0,2,-0.5,-0.5,0,Jordan,0.0,76,False,,2023-02-18T21:30:07.877306Z,42,447932.jpg,2.5,Zemura,0.1,False,,a,3,91,47,40587,50,47024,33,0.0,11.2,Zemura,1452,0,1,5,31,0,0,0,1,0,0,1,235,269.4,232.8,71.0,57.1,17,0.47,1.71,2.18,27.57,239,91,143,29,311,103,247,79,,,,,,,0.03,0.0,0.11,0.14,1.71,1.92,612,176,529,213,226,82,422,158,1.05,0.31
0.0,0.0,444172,0,0,-1,1,0,1,0.0,0.0,0,Will,0.0,77,False,Season-long loan to Slough Town,2023-01-23T12:40:09.360263Z,39,444172.jpg,0.0,Dennis,0.4,False,,u,3,91,0,40487,0,69381,60,0.0,0.0,Dennis,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,560,52,542,33,508,23,563,52,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,739,72,433,43,569,52,296,42,0.0,0.0
100.0,100.0,88900,0,0,-2,2,0,2,-0.5,-0.5,0,Jack,0.0,404,False,,2023-04-22T14:30:07.783310Z,43,88900.jpg,2.1,Stephens,0.0,False,,a,3,91,35,6781,3,9364,16,0.0,8.1,Stephens,1218,0,0,4,24,0,0,0,3,0,0,1,233,270.0,57.3,51.0,38.0,13,0.36,0.23,0.59,24.62,237,90,353,120,351,121,322,111,,,,,,,0.03,0.0,0.02,0.05,1.82,1.77,534,127,538,215,291,106,524,195,0.96,0.3
100.0,100.0,156685,0,0,-1,1,0,3,1.3,1.3,2,Joe,1.8,505,False,,2022-12-21T00:30:08.740330Z,49,156685.jpg,1.6,Rothwell,0.0,False,,a,3,91,33,1220,5,1614,4,0.4,6.7,Rothwell,1010,0,1,3,15,0,0,0,1,0,0,0,167,127.4,153.3,27.0,30.6,12,0.16,1.47,1.63,17.29,358,144,212,130,397,192,352,157,2.0,,4.0,,,,0.01,0.0,0.13,0.14,1.54,1.34,234,134,187,89,390,168,687,276,1.07,0.27
0.0,0.0,201658,0,0,-3,3,3,3,0.0,0.0,0,Marcus,2.6,535,False,Hamstring injury - Expected back 01 Jul,2023-04-27T23:30:09.287223Z,47,201658.jpg,4.1,Tavernier,0.2,False,,i,3,91,94,163353,11,161802,146,0.6,20.0,Tavernier,1740,5,4,5,37,0,0,0,1,0,0,12,315,459.8,348.4,436.0,124.2,19,3.13,1.37,4.50,31.77,130,56,96,73,70,45,83,58,4.0,,3.0,,,,0.16,0.0,0.07,0.23,1.64,1.91,317,191,126,58,47,24,370,129,0.98,0.26
0.0,0.0,463981,0,0,-1,1,0,2,0.0,0.0,0,James,0.0,539,False,Season-long loan to Heart of Midlothian,2023-01-12T11:57:41.840160Z,44,463981.jpg,0.0,Hill,0.0,False,,u,3,91,0,1706,0,4346,0,0.0,0.0,Hill,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,655,248,649,248,634,246,659,248,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,523,122,589,236,663,248,568,208,0.0,0.0
,,32259,0,0,0,0,0,1,-0.5,-0.5,0,Darren,0.0,571,False,,,40,32259.jpg,0.0,Randolph,0.1,False,,a,3,91,0,14291,39,13089,18,0.0,0.0,Randolph,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,569,58,551,39,517,29,572,58,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,638,34,442,49,578,58,396,49,0.0,0.0
100.0,100.0,69752,0,0,0,0,1,1,2.5,2.5,2,Norberto,3.0,574,False,,2022-10-25T11:30:07.951201Z,45,69752.jpg,3.5,Murara Neto,0.6,False,,a,3,91,90,135680,268,93242,688,0.7,20.0,Neto,2295,0,0,6,38,0,0,0,4,0,96,9,493,699.8,0.0,0.0,70.0,26,0.00,0.02,0.02,43.21,36,11,655,74,640,67,209,12,,,,,,,0.0,3.76,0.0,0.0,1.69,1.49,346,17,92,11,97,22,246,39,1.02,0.24
100.0,100.0,221466,0,0,-1,1,1,2,0.9,0.9,0,Marcos,1.4,576,False,,2023-04-05T08:30:07.283060Z,44,221466.jpg,2.3,Senesi,0.2,False,,a,3,91,66,73249,62,56734,371,0.3,15.0,Senesi,2309,2,0,5,53,0,0,0,6,0,0,5,435,565.0,77.9,108.0,75.2,27,1.55,0.33,1.88,45.13,77,23,317,103,260,71,182,48,,,,,,,0.06,0.0,0.01,0.07,1.76,2.07,500,113,220,68,258,96,349,128,1.05,0.19
0.0,0.0,461017,0,0,0,0,0,4,0.0,0.0,0,Christian,0.0,597,False,Season-long loan to Shrewsbury Town,2022-09-02T11:14:05.222430Z,45,461017.jpg,0.0,Saydee,0.0,False,,u,3,91,0,4958,0,5666,3,0.0,0.0,Saydee,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,687,76,684,76,669,76,690,77,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,401,74,630,66,694,77,634,84,0.0,0.0
0.0,0.0,518906,0,0,0,0,0,2,0.0,0.0,0,Owen,0.0,598,False,Season-long loan to Yeovil Town,2022-09-06T08:38:30.273520Z,40,518906.jpg,1.0,Bevan,0.0,False,,u,3,91,1,6869,0,7109,6,0.0,0.2,Bevan,8,0,0,0,1,0,0,0,0,0,0,0,3,0.2,0.0,0.0,0.0,0,0.00,0.00,0.00,0.28,529,183,607,232,578,227,625,233,,,,,,,0.0,0.0,0.0,0.0,3.15,11.25,706,225,501,195,468,167,577,213,0.0,0.0
,,461012,0,0,0,0,0,1,-0.5,-0.5,0,Cameron,0.0,649,False,,,40,461012.jpg,0.0,Plain,0.0,False,,a,3,91,0,3270,26,2435,9,0.0,0.0,Plain,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,599,74,583,57,553,48,602,74,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,679,53,474,65,609,74,631,66,0.0,0.0
,,590760,0,0,0,0,0,4,-0.5,-0.5,0,Daniel,0.0,695,False,,,45,590760.jpg,0.0,Adu-Adjei,0.0,False,,a,3,91,0,3363,96,2390,27,0.0,0.0,Adu-Adjei,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,732,86,727,86,716,87,733,87,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,461,88,682,79,736,87,625,82,0.0,0.0
,,596572,0,0,-1,1,0,3,-0.5,-0.5,0,Michael,0.0,696,False,,,44,596572.jpg,0.0,Dacosta Gonzalez,0.0,False,,a,3,91,0,957,46,684,9,0.0,0.0,Dacosta Gonzalez,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,658,261,652,264,637,257,662,263,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,527,291,593,221,666,267,716,294,0.0,0.0
,,550596,0,0,0,0,0,4,-0.5,-0.5,0,Dominic,0.0,697,False,,,45,550596.jpg,0.0,Sadi,0.0,False,,a,3,91,0,3807,96,2773,24,0.0,0.0,Sadi,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,729,85,724,85,713,86,730,86,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,457,86,678,77,733,86,615,80,0.0,0.0
,,533463,0,0,0,0,0,3,1.1,1.1,2,Dango,1.6,705,False,,,50,533463.jpg,2.7,Ouattara,0.0,False,,a,3,91,46,13560,36,10210,62,0.3,9.2,Ouattara,1125,1,3,1,22,0,0,0,1,0,0,4,151,270.0,247.1,274.0,78.9,14,3.46,1.54,5.00,24.62,238,101,135,93,127,79,172,95,,,,,,,0.28,0.0,0.12,0.4,1.97,1.76,218,123,204,100,200,76,559,221,1.12,0.08
,,461013,0,0,0,0,0,4,-0.5,-0.5,0,Euan,0.0,706,False,,,45,461013.jpg,0.0,Pollock,0.0,False,,a,3,91,0,2858,116,2044,17,0.0,0.0,Pollock,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,686,75,683,75,668,75,689,76,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,400,73,629,65,693,76,637,85,0.0,0.0
25.0,,437730,0,0,0,0,0,4,0.2,0.9,0,Antoine,1.4,714,False,Leg injury - 25% chance of playing,2023-05-14T08:30:08.789298Z,50,437730.jpg,1.6,Semenyo,0.0,False,,d,3,91,18,5975,22,4115,76,0.3,3.6,Semenyo,250,1,0,0,6,0,0,0,0,0,0,1,56,50.0,26.5,32.0,10.7,2,0.36,0.02,0.38,7.70,430,54,402,56,387,61,440,58,,,,,,,0.13,0.0,0.01,0.14,2.77,2.16,208,56,228,29,393,51,596,79,0.72,0.0
100.0,100.0,244704,0,0,0,0,0,2,2.5,2.5,0,Matías,3.0,718,False,,2023-04-20T13:30:08.785508Z,45,244704.jpg,2.6,Viña,0.1,False,,a,3,91,26,10598,283,3138,317,0.7,5.8,Viña,394,2,0,1,9,0,0,0,1,0,0,0,88,141.8,27.5,86.0,25.6,5,0.81,0.10,0.91,7.09,345,141,397,141,285,86,370,130,,,,,,,0.19,0.0,0.02,0.21,1.62,2.06,382,80,94,21,213,80,462,173,1.14,0.23
100.0,100.0,477580,0,0,0,0,0,2,-0.1,-0.1,1,Illia,0.4,722,False,,2023-02-11T02:00:09.010595Z,45,477580.jpg,1.0,Zabarnyi,0.0,False,,a,3,91,3,977,13,690,14,0.1,0.7,Zabarnyi,117,0,0,0,3,0,0,0,0,0,0,0,24,22.6,0.1,0.0,2.2,1,0.00,0.00,0.00,2.63,469,166,506,183,679,254,494,173,,,,,,,0.0,0.0,0.0,0.0,2.02,2.31,414,85,339,114,497,177,689,248,0.77,0.0
0.0,0.0,424044,0,0,0,0,0,3,0.0,0.0,0,Hamed,0.0,723,False,Foot injury - Expected back 28 May,2023-04-08T22:30:08.849730Z,45,424044.jpg,2.0,Traorè,0.0,False,,i,3,91,14,2503,9,2082,10,0.0,3.1,H.Traorè,425,0,0,2,8,0,0,0,0,0,0,0,60,84.0,218.5,36.0,33.8,5,1.04,1.15,2.19,9.94,396,169,159,105,382,186,337,149,1.0,,6.0,,,,0.22,0.0,0.24,0.46,2.1,1.69,385,217,618,232,315,120,703,286,1.06,0.42
,,474772,0,0,0,0,0,2,-0.5,-0.5,0,Ben,0.0,737,False,,,40,474772.jpg,0.0,Greenwood,0.0,False,,a,3,91,0,4318,104,2214,37,0.0,0.0,Greenwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,604,219,588,217,558,211,607,218,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,685,208,480,178,614,220,576,212,0.0,0.0
,,496683,0,0,0,0,0,2,-0.5,-0.5,0,Max,0.0,738,False,,,40,496683.jpg,0.0,Kinsey-Wellings,0.0,False,,a,3,91,0,1222,54,899,20,0.0,0.0,Kinsey-Wellings,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,612,226,597,224,568,219,615,225,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,695,216,490,186,622,227,658,237,0.0,0.0
0.0,0.0,61810,0,0,-3,3,0,2,0.0,0.0,0,Pontus,0.0,78,False,Hamstring injury - Expected back 01 Jul,2023-04-08T22:30:07.950041Z,42,61810.jpg,2.4,Jansson,0.3,False,,i,4,94,29,43129,5,209542,45,0.0,6.9,Jansson,722,1,0,2,14,0,0,0,0,0,0,0,147,176.2,2.5,53.0,23.4,9,0.34,0.11,0.45,13.51,313,124,466,168,345,119,386,143,,,,,,,0.04,0.0,0.01,0.05,1.68,1.75,582,156,517,205,240,89,319,115,1.12,0.25
0.0,0.0,128295,0,0,-2,2,0,3,0.0,0.0,0,Christian,0.0,79,False,Achilles injury - Unknown return date,2023-04-22T17:30:08.014238Z,53,128295.jpg,3.2,Nørgaard,0.2,False,,i,4,94,71,67106,14,86421,93,0.0,13.4,Nørgaard,1763,1,6,6,23,0,0,0,6,0,0,6,309,379.2,173.7,269.0,82.3,21,1.64,1.74,3.38,25.13,171,71,193,122,135,80,162,92,,,,,,,0.08,0.0,0.09,0.17,1.28,1.17,139,74,740,319,134,55,379,133,1.07,0.31
75.0,100.0,144485,0,0,3,-3,5,4,3.0,4.0,0,Ivan,4.0,80,False,Hamstring injury - 75% chance of playing,2023-05-14T20:00:08.713931Z,73,144485.jpg,5.5,Toney,27.1,False,,d,4,94,182,10687018,3246,8633442,62288,0.5,24.9,Toney,2953,20,4,10,42,0,0,1,9,0,0,35,607,926.8,424.3,1240.0,258.7,33,18.74,3.72,22.46,43.65,10,3,71,4,7,4,12,3,,,1.0,,1.0,,0.57,0.0,0.11,0.68,1.33,1.28,30,15,48,10,11,3,12,4,1.01,0.3
,,154561,0,0,3,-3,1,1,4.6,4.6,7,David,4.6,81,True,,,48,154561.jpg,4.3,Raya Martin,15.2,False,,a,4,94,156,2608424,3385,1531487,9728,1.0,32.5,Raya,3240,0,0,11,45,1,0,0,1,0,146,20,777,1072.8,20.1,4.0,109.9,36,0.11,0.12,0.23,47.59,4,2,416,3,464,2,106,2,,,,,,,0.0,4.06,0.0,0.0,1.32,1.25,272,10,27,2,30,8,24,5,1.0,0.31
0.0,0.0,174932,0,0,0,0,0,2,0.0,0.0,0,Sergi,0.0,82,False,Season-long loan to Olympiacos,2023-02-01T12:27:54.538426Z,50,174932.jpg,1.0,Canós Tenés,0.1,False,,u,4,94,5,35030,0,33119,12,0.0,1.0,Canós,73,0,0,0,2,0,0,0,0,0,0,0,14,7.0,13.5,6.0,2.8,0,0.07,0.04,0.11,1.79,492,174,433,154,450,166,486,170,,,,,,,0.09,0.0,0.05,0.14,2.21,2.47,195,24,720,254,516,178,472,177,0.0,0.0
,,183656,0,0,-4,4,0,3,2.4,2.4,1,Josh,2.4,83,False,,,41,183656.jpg,2.3,Dasilva,3.7,False,,a,4,94,79,1951493,3128,1809152,2010,0.6,19.3,Dasilva,1350,4,2,5,17,0,0,0,1,0,0,3,267,304.2,206.1,182.0,69.2,14,1.58,1.62,3.20,17.14,214,90,170,107,186,111,213,107,,,,,4.0,,0.11,0.0,0.11,0.22,1.14,1.13,628,329,136,64,255,97,89,29,0.93,0.33
100.0,100.0,191866,0,0,0,0,0,2,0.0,0.0,0,Kristoffer,0.0,84,False,,2023-03-16T15:30:09.289303Z,45,191866.jpg,3.2,Ajer,0.1,False,,a,4,94,29,24965,57,23765,24,0.0,6.4,Ajer,763,0,0,4,14,0,0,0,0,0,0,0,129,96.8,24.7,27.0,15.1,9,0.04,0.12,0.16,11.34,379,148,406,145,396,144,419,150,,,,,,,0.0,0.0,0.01,0.01,1.34,1.65,363,72,604,242,131,35,458,170,1.06,0.47
100.0,100.0,194010,0,0,-1,1,1,2,2.8,2.8,6,Rico,2.8,85,False,,2023-01-14T19:00:07.793768Z,44,194010.jpg,3.0,Henry,2.8,False,,a,4,94,104,798469,844,572956,2258,0.6,23.6,Henry,3060,0,3,10,45,0,0,0,3,0,0,3,469,427.4,372.9,196.0,99.7,35,1.79,2.77,4.56,45.96,142,47,88,15,177,28,121,22,,,,,,,0.05,0.0,0.08,0.13,1.35,1.32,492,106,109,30,158,47,115,41,1.03,0.29
100.0,100.0,204580,0,0,0,0,0,3,2.4,2.4,3,Vitaly,2.4,86,False,,2023-03-15T22:30:08.343303Z,55,204580.jpg,2.5,Janelt,0.1,False,,a,4,94,81,45108,63,46860,32,0.4,14.7,Janelt,2021,3,1,7,27,0,0,0,2,0,0,5,343,404.6,244.6,221.0,87.1,22,2.17,1.35,3.52,27.15,151,63,138,96,159,94,149,90,,,,,,,0.1,0.0,0.06,0.16,1.21,1.2,108,58,142,68,236,91,423,151,0.98,0.31
,,205836,0,0,-2,2,0,3,0.4,0.4,1,Saman,0.4,87,False,,,48,205836.jpg,1.0,Ghoddos,0.0,False,,a,4,94,14,2026,5,3450,2,0.1,2.9,Ghoddos,123,0,0,0,5,0,0,0,0,0,0,0,51,27.2,62.8,21.0,11.1,0,0.05,0.29,0.34,3.94,462,204,344,179,413,200,438,198,3.0,,,,,,0.04,0.0,0.21,0.25,2.88,3.66,280,168,342,159,512,233,604,240,0.0,0.0
100.0,100.0,207283,0,0,-2,2,2,3,2.8,2.8,6,Mathias,2.8,88,False,,2022-10-29T19:30:07.406123Z,48,207283.jpg,3.6,Jensen,1.9,False,,a,4,94,130,911870,1510,777338,1633,0.6,27.1,Jensen,2734,5,7,10,39,0,0,0,5,0,0,11,490,646.0,785.3,206.0,163.8,36,2.26,4.72,6.98,39.45,50,21,18,15,170,101,50,36,2.0,,2.0,,,,0.07,0.0,0.16,0.23,1.3,1.28,281,169,113,53,81,35,136,48,1.19,0.33
,,216646,0,0,-2,2,0,3,2.8,2.8,8,Yoane,2.8,89,False,,,53,216646.jpg,2.7,Wissa,0.2,False,,a,4,94,97,104182,305,109438,84,0.5,18.3,Wissa,1411,6,3,6,16,0,0,0,2,0,0,4,253,310.2,161.2,390.0,85.4,14,4.90,0.95,5.85,19.85,208,88,203,125,84,53,151,91,,,,,,,0.31,0.0,0.06,0.37,1.27,1.02,148,81,115,55,203,79,360,125,0.89,0.38
100.0,100.0,226956,0,0,-2,2,0,2,1.4,1.4,1,Mads,1.4,90,False,,2023-03-15T23:00:08.667220Z,43,226956.jpg,2.6,Roerslev Rasmussen,0.1,False,,a,4,94,46,12040,10,13417,15,0.3,10.7,Roerslev,1099,0,0,5,12,0,0,0,0,0,0,0,195,162.6,120.6,46.0,32.9,12,0.28,0.82,1.10,16.92,323,130,249,66,363,128,342,120,,,,,,,0.02,0.0,0.07,0.09,1.39,0.98,564,147,219,67,208,76,491,182,0.98,0.41
0.0,0.0,228044,0,0,0,0,0,2,0.0,0.0,0,Mads,0.0,91,False,Season-long loan to Nice,2022-09-02T10:45:40.543006Z,45,228044.jpg,1.0,Bech Sørensen,0.0,False,,u,4,94,4,1768,0,7117,1,0.0,0.9,Bech,18,0,0,0,0,0,0,0,0,0,0,0,12,2.6,0.2,0.0,0.2,0,0.00,0.00,0.00,0.28,511,178,501,182,657,251,527,183,,,,,,,0.0,0.0,0.0,0.0,1.4,0.0,380,79,615,245,495,176,579,214,0.0,0.0
100.0,100.0,231065,0,0,-1,1,0,2,3.8,3.8,7,Ethan,3.8,92,False,,2022-07-22T23:00:04.442209Z,44,231065.jpg,3.4,Pinnock,0.9,False,,a,4,94,95,246705,425,151047,895,0.9,21.6,Pinnock,2520,2,0,9,33,1,0,0,0,0,0,3,513,735.2,104.6,273.0,111.5,28,2.67,1.05,3.72,37.64,30,4,275,83,129,11,102,15,,,,,,,0.1,0.0,0.04,0.14,1.34,1.18,505,116,51,8,110,26,191,68,1.0,0.32
100.0,100.0,428580,0,0,-2,2,0,3,2.8,2.8,1,Frank,2.8,93,False,,2023-04-04T14:00:24.565190Z,48,428580.jpg,1.8,Onyeka,0.0,False,,a,4,94,34,4306,10,6512,15,0.6,7.1,Onyeka,712,0,3,2,10,0,0,0,0,0,0,0,98,119.2,78.1,104.0,30.3,6,1.02,0.70,1.72,14.12,362,147,316,166,268,141,356,161,,,,,,,0.13,0.0,0.09,0.22,1.78,1.26,290,173,114,54,358,150,574,227,0.76,0.25
100.0,100.0,432160,0,0,0,0,0,3,1.4,1.4,1,Shandon,1.4,94,False,,2023-03-18T19:00:08.431799Z,45,432160.jpg,1.3,Baptiste,0.2,False,,a,4,94,27,39808,51,57301,25,0.3,6.0,Baptiste,573,0,2,1,6,0,0,0,1,1,0,0,118,105.2,144.2,54.0,30.4,4,0.32,0.52,0.84,6.56,371,155,221,135,341,167,354,159,,,,,,,0.05,0.0,0.08,0.13,1.03,0.94,386,218,221,106,436,191,369,128,0.63,0.16
,,446008,0,0,-4,4,2,4,5.0,5.0,9,Bryan,5.0,95,False,,,56,446008.jpg,3.6,Mbeumo,3.1,False,,a,4,94,129,1360359,4817,1302978,2403,0.9,23.0,Mbeumo,2727,7,7,9,38,0,0,0,5,0,0,16,472,572.8,751.1,799.0,212.1,34,9.02,4.81,13.83,39.50,74,7,22,1,24,11,22,6,1.0,,3.0,,2.0,,0.3,0.0,0.16,0.46,1.3,1.25,101,37,18,7,88,12,107,15,1.12,0.3
0.0,0.0,213687,0,0,-1,1,0,2,0.0,0.0,0,Charlie,0.0,96,False,Season-long loan to Blackpool,2023-01-25T09:46:46.479703Z,39,213687.jpg,0.0,Goode,0.4,False,,u,4,94,0,60732,0,92051,50,0.0,0.0,Goode,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,553,196,535,194,500,184,556,195,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,729,239,425,151,562,196,289,107,0.0,0.0
0.0,0.0,216620,0,0,0,0,0,4,0.0,0.0,0,Marcus,0.0,97,False,Transferred to Middlesbrough,2022-07-28T16:30:04.354162Z,45,216620.jpg,0.0,Forss,0.0,False,,u,4,94,0,0,0,13346,3,0.0,0.0,Forss,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,671,70,667,70,653,71,675,72,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,373,67,611,60,679,72,542,72,0.0,0.0
0.0,0.0,232247,0,0,0,0,0,2,0.0,0.0,0,Dominic,0.0,98,False,Transferred to Blackpool,2022-07-25T23:00:04.235293Z,40,232247.jpg,0.0,Thompson,0.0,False,,u,4,94,0,0,0,3088,1,0.0,0.0,Thompson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,584,210,568,208,536,200,587,209,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,659,194,458,167,594,211,649,235,0.0,0.0
0.0,0.0,481405,0,0,0,0,0,3,0.0,0.0,0,Mads,0.0,99,False,Season-long loan to FC Nordsjælland,2022-07-15T15:58:39.010980Z,45,481405.jpg,0.0,Bidstrup,0.0,False,,u,4,94,0,0,0,146,0,0.0,0.0,Bidstrup,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,697,282,694,285,680,278,700,284,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,415,232,642,245,704,288,757,323,0.0,0.0
0.0,0.0,235448,0,0,0,0,0,1,0.0,0.0,0,Ellery,0.0,100,False,Joined Crawley Town on loan - Expected back 01 Jul,2022-07-31T21:00:04.294454Z,40,235448.jpg,0.0,Balcombe,0.0,False,,u,4,94,0,0,0,10344,5,0.0,0.0,Balcombe,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,585,66,569,49,537,40,588,66,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,660,45,459,57,595,66,523,58,0.0,0.0
100.0,100.0,472713,0,0,-1,1,0,2,2.4,2.4,5,Aaron,2.4,510,False,,2023-03-29T09:00:10.250182Z,49,472713.jpg,2.2,Hickey,0.3,False,,a,4,94,52,66424,196,77914,140,0.5,10.6,Hickey,1761,0,2,4,29,0,0,0,7,0,0,2,267,205.0,106.1,96.0,40.8,21,0.38,0.50,0.88,26.34,292,114,272,80,270,75,312,106,,,,,,,0.02,0.0,0.03,0.05,1.35,1.48,253,35,140,38,279,103,320,116,1.07,0.2
0.0,0.0,249231,0,0,-3,3,0,3,0.0,0.0,0,Keane,0.0,515,False,Knee injury - Expected back 01 Jul,2023-03-09T20:30:09.340852Z,52,249231.jpg,1.4,Lewis-Potter,0.0,False,,i,4,94,14,3993,8,12267,10,0.0,2.7,Lewis-Potter,313,0,1,0,4,0,0,0,0,0,0,0,37,42.0,64.0,114.0,21.9,3,0.49,0.29,0.78,4.15,443,194,343,178,252,133,395,175,,,,,,,0.14,0.0,0.08,0.22,1.19,1.15,164,92,735,316,427,186,531,205,0.86,0.0
0.0,0.0,140200,0,0,-2,2,0,1,0.0,0.0,0,Thomas,0.0,517,False,Calf injury - Unknown return date,2023-04-25T13:30:09.359267Z,43,140200.jpg,0.0,Strakosha,0.1,False,,i,4,94,0,6403,14,19977,10,0.0,0.0,Strakosha,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,634,80,625,68,601,59,638,80,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,542,28,544,75,643,80,429,52,0.0,0.0
,,51927,0,0,4,-4,4,2,4.6,4.6,11,Ben,4.6,526,False,,,49,51927.jpg,3.9,Mee,14.9,False,,a,4,94,135,3567716,6157,2074476,13617,0.9,27.6,Mee,3089,3,2,11,39,0,0,0,2,0,0,11,604,715.4,91.6,299.0,110.8,35,3.04,0.70,3.74,43.78,33,5,295,91,117,6,103,16,,,,,,,0.09,0.0,0.02,0.11,1.28,1.14,220,29,28,3,64,12,25,8,1.02,0.32
0.0,0.0,450550,0,0,0,0,0,2,0.0,0.0,0,Fin,0.0,540,False,Season-long loan to Swansea City,2022-09-02T11:06:34.494373Z,40,450550.jpg,0.0,Stevens,0.1,False,,u,4,94,0,11638,0,29266,5,0.0,0.0,Stevens,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,598,216,582,214,552,208,601,215,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,678,204,473,174,608,217,424,159,0.0,0.0
